address,length,value
"0085d89c",16,"""musclewalkstart"""
"0085d8ac",11,"""muscleidle"""
"0085d8b8",13,"""musclesprint"""
"0085d8c8",10,"""musclerun"""
"0085d8d4",11,"""musclewalk"""
"0085d8e0",13,"""fatwalkstart"""
"0085d8f0",8,"""fatidle"""
"0085d8f8",10,"""fatsprint"""
"0085d904",7,"""fatrun"""
"0085d90c",8,"""fatwalk"""
"0085d914",11,"""walk_start"""
"0085d920",10,"""roadcross"""
"0085d92c",12,"""IDLE_STANCE"""
"0085d938",12,"""SPRINT_civi"""
"0085d944",11,"""run_player"""
"0085d950",12,"""walk_player"""
"0085d95c",9,"""rhgsign5"""
"0085d968",9,"""rhgsign4"""
"0085d974",9,"""rhgsign3"""
"0085d980",9,"""rhgsign2"""
"0085d98c",9,"""rhgsign1"""
"0085d998",9,"""lhgsign5"""
"0085d9a4",9,"""lhgsign4"""
"0085d9b0",9,"""lhgsign3"""
"0085d9bc",9,"""lhgsign2"""
"0085d9c8",9,"""lhgsign1"""
"0085d9d4",9,"""gsign5LH"""
"0085d9e0",9,"""gsign4LH"""
"0085d9ec",9,"""gsign3LH"""
"0085d9f8",9,"""gsign2LH"""
"0085da04",9,"""gsign1LH"""
"0085da10",7,"""gsign5"""
"0085da18",7,"""gsign4"""
"0085da20",7,"""gsign3"""
"0085da28",7,"""gsign2"""
"0085da30",7,"""gsign1"""
"0085da38",8,"""strip_G"""
"0085da40",8,"""strip_F"""
"0085da48",8,"""strip_E"""
"0085da50",8,"""strip_D"""
"0085da58",8,"""strip_C"""
"0085da60",8,"""strip_B"""
"0085da68",8,"""strip_A"""
"0085da70",10,"""riot_fuku"""
"0085da7c",15,"""riot_challenge"""
"0085da8c",11,"""riot_shout"""
"0085da98",13,"""riot_punches"""
"0085daa8",11,"""riot_chant"""
"0085dab4",13,"""riot_angry_b"""
"0085dac4",11,"""riot_angry"""
"0085dad0",7,"""strleg"""
"0085dad8",6,"""shldr"""
"0085dae8",8,"""stretch"""
"0085daf4",13,"""shop_cashier"""
"0085db04",9,"""shop_pay"""
"0085db10",11,"""shop_shelf"""
"0085db1c",14,"""OFF_Sit_Watch"""
"0085db2c",13,"""OFF_Sit_Read"""
"0085db3c",14,"""OFF_Sit_Drink"""
"0085db4c",14,"""OFF_Sit_Crash"""
"0085db5c",19,"""OFF_Sit_Bored_Loop"""
"0085db70",18,"""OFF_Sit_Type_Loop"""
"0085db84",18,"""OFF_Sit_Idle_Loop"""
"0085db98",18,"""OFF_Sit_2Idle_180"""
"0085dbac",11,"""OFF_Sit_In"""
"0085dbb8",8,"""wash_up"""
"0085dbc0",9,"""LOU_Loop"""
"0085dbcc",8,"""LOU_Out"""
"0085dbd4",7,"""LOU_In"""
"0085dbdc",10,"""BED_Out_R"""
"0085dbe8",11,"""BED_Loop_R"""
"0085dbf4",9,"""BED_In_R"""
"0085dc00",10,"""BED_Out_L"""
"0085dc0c",11,"""BED_Loop_L"""
"0085dc18",9,"""BED_In_L"""
"0085dc24",16,"""Stepsit_loop"""
"0085dc34",12,"""Stepsit_out"""
"0085dc40",12,"""Stepsit_in"""
"0085dc4c",10,"""Invite_no"""
"0085dc58",11,"""Invite_yes"""
"0085dc64",8,"""leanOUT"""
"0085dc6c",9,"""leanIDLE"""
"0085dc78",7,"""leanIN"""
"0085dc80",14,"""smkcig_prtl_f"""
"0085dc90",14,"""drnkbr_prtl_f"""
"0085dca0",12,"""smkcig_prtl"""
"0085dcac",12,"""drnkbr_prtl"""
"0085dcb8",11,"""shake_carK"""
"0085dcc4",12,"""shake_carSH"""
"0085dcd0",11,"""shake_cara"""
"0085dcdc",9,"""Hndshkfa"""
"0085dce8",9,"""Hndshkea"""
"0085dcf4",9,"""Hndshkda"""
"0085dd00",9,"""Hndshkcb"""
"0085dd0c",9,"""Hndshkca"""
"0085dd18",9,"""Hndshkba"""
"0085dd24",9,"""hndshkaa"""
"0085dd30",10,"""drugs_buy"""
"0085dd3c",12,"""dealer_deal"""
"0085dd48",15,"""prtial_gngtlkH"""
"0085dd58",15,"""prtial_gngtlkG"""
"0085dd68",15,"""prtial_gngtlkF"""
"0085dd78",15,"""prtial_gngtlkE"""
"0085dd88",15,"""prtial_gngtlkD"""
"0085dd98",15,"""prtial_gngtlkC"""
"0085dda8",15,"""prtial_gngtlkB"""
"0085ddb8",15,"""prtial_gngtlkA"""
"0085ddc8",16,"""ParkSit_W_IdleC"""
"0085ddd8",16,"""ParkSit_W_IdleB"""
"0085dde8",16,"""ParkSit_W_IdleA"""
"0085ddf8",16,"""ParkSit_M_IdleC"""
"0085de08",16,"""ParkSit_M_IdleB"""
"0085de18",16,"""ParkSit_M_IdleA"""
"0085de28",15,"""SitnWait_out_W"""
"0085de38",9,"""batherup"""
"0085de44",14,"""ParkSit_W_out"""
"0085de54",12,"""Lay_Bac_out"""
"0085de60",14,"""ParkSit_M_out"""
"0085de70",14,"""SitnWait_in_W"""
"0085de80",11,"""batherdown"""
"0085de8c",13,"""ParkSit_W_in"""
"0085de9c",11,"""Lay_Bac_in"""
"0085dea8",13,"""ParkSit_M_in"""
"0085deb8",16,"""SitnWait_loop_W"""
"0085dec8",7,"""bather"""
"0085ded0",15,"""ParkSit_W_Loop"""
"0085dee0",13,"""Lay_Bac_Loop"""
"0085def0",15,"""ParkSit_M_Loop"""
"0085df00",11,"""COP_Dvby_B"""
"0085df0c",12,"""COP_Dvby_FT"""
"0085df18",11,"""COP_Dvby_R"""
"0085df24",11,"""COP_Dvby_L"""
"0085df30",17,"""Pass_Driveby_BWD"""
"0085df44",17,"""Pass_Driveby_FWD"""
"0085df58",17,"""Pass_Driveby_RHS"""
"0085df6c",17,"""Pass_Driveby_LHS"""
"0085df80",20,"""Gang_DrivebyRHS_Bwd"""
"0085df94",20,"""Gang_DrivebyRHS_Fwd"""
"0085dfa8",20,"""Gang_DrivebyTop_RHS"""
"0085dfbc",16,"""Gang_DrivebyRHS"""
"0085dfcc",20,"""Gang_DrivebyLHS_Bwd"""
"0085dfe0",20,"""Gang_DrivebyLHS_Fwd"""
"0085dff4",20,"""Gang_DrivebyTop_LHS"""
"0085e008",16,"""Gang_DrivebyLHS"""
"0085e018",19,"""KILL_Knife_Ped_Die"""
"0085e02c",22,"""KILL_Knife_Ped_Damage"""
"0085e044",18,"""KILL_Knife_Player"""
"0085e058",13,"""KILL_Partial"""
"0085e068",13,"""HIT_GUN_BUTT"""
"0085e078",16,"""GUN_BUTT_crouch"""
"0085e088",9,"""GUN_BUTT"""
"0085e094",16,"""Hit_FightKick_B"""
"0085e0a4",14,"""HIT_FightKick"""
"0085e0b4",12,"""FIGHTkick_B"""
"0085e0c0",10,"""FIGHTkick"""
"0085e0cc",10,"""Idle_CSaw"""
"0085e0d8",11,"""CSaw_Hit_3"""
"0085e0e4",11,"""CSaw_Hit_2"""
"0085e0f0",11,"""CSaw_Hit_1"""
"0085e0fc",10,"""CSaw_Part"""
"0085e108",7,"""CSaw_G"""
"0085e110",7,"""CSaw_3"""
"0085e118",7,"""CSaw_2"""
"0085e120",7,"""CSaw_1"""
"0085e128",11,"""Flower_hit"""
"0085e134",14,"""Flower_attack"""
"0085e144",11,"""Dildo_idle"""
"0085e150",12,"""Dildo_block"""
"0085e15c",12,"""Dildo_Hit_3"""
"0085e168",12,"""Dildo_Hit_2"""
"0085e174",12,"""Dildo_Hit_1"""
"0085e180",8,"""Dildo_G"""
"0085e188",8,"""Dildo_3"""
"0085e190",8,"""Dildo_2"""
"0085e198",8,"""Dildo_1"""
"0085e1a0",11,"""sword_idle"""
"0085e1ac",12,"""sword_block"""
"0085e1b8",12,"""sword_Hit_3"""
"0085e1c4",12,"""sword_Hit_2"""
"0085e1d0",12,"""sword_Hit_1"""
"0085e1dc",11,"""sword_part"""
"0085e1e8",8,"""sword_4"""
"0085e1f0",8,"""sword_3"""
"0085e1f8",8,"""sword_2"""
"0085e200",8,"""sword_1"""
"0085e208",17,"""WEAPON_knifeidle"""
"0085e21c",12,"""knife_block"""
"0085e228",12,"""knife_hit_3"""
"0085e234",12,"""knife_hit_2"""
"0085e240",12,"""knife_hit_1"""
"0085e24c",11,"""knife_part"""
"0085e258",8,"""knife_G"""
"0085e260",8,"""knife_3"""
"0085e268",8,"""knife_2"""
"0085e270",8,"""knife_1"""
"0085e278",9,"""Bat_Idle"""
"0085e284",10,"""Bat_Block"""
"0085e290",10,"""Bat_Hit_3"""
"0085e29c",10,"""Bat_Hit_2"""
"0085e2a8",10,"""Bat_Hit_1"""
"0085e2b4",9,"""BAT_PART"""
"0085e2c0",6,"""Bat_4"""
"0085e2c8",6,"""Bat_3"""
"0085e2d0",6,"""Bat_2"""
"0085e2d8",6,"""Bat_1"""
"0085e2e0",12,"""FightD_Idle"""
"0085e2ec",13,"""FightD_Block"""
"0085e2fc",7,"""HitD_3"""
"0085e304",7,"""HitD_2"""
"0085e30c",7,"""HitD_1"""
"0085e314",9,"""FightD_M"""
"0085e320",9,"""FightD_G"""
"0085e32c",9,"""FightD_3"""
"0085e338",9,"""FightD_2"""
"0085e344",9,"""FightD_1"""
"0085e350",12,"""FightC_Idle"""
"0085e35c",13,"""FightC_Block"""
"0085e36c",7,"""HitC_3"""
"0085e374",7,"""HitC_2"""
"0085e37c",7,"""HitC_1"""
"0085e384",9,"""FightC_M"""
"0085e390",9,"""FightC_G"""
"0085e39c",9,"""FightC_3"""
"0085e3a8",9,"""FightC_2"""
"0085e3b4",9,"""FightC_1"""
"0085e3c0",12,"""FightB_Idle"""
"0085e3cc",13,"""FightB_Block"""
"0085e3dc",7,"""HitB_3"""
"0085e3e4",7,"""HitB_2"""
"0085e3ec",7,"""HitB_1"""
"0085e3f4",9,"""FightB_M"""
"0085e400",9,"""FightB_G"""
"0085e40c",9,"""FightB_3"""
"0085e418",9,"""FightB_2"""
"0085e424",9,"""FightB_1"""
"0085e430",10,"""FIGHTIDLE"""
"0085e43c",13,"""FightA_Block"""
"0085e44c",7,"""HitA_3"""
"0085e454",7,"""HitA_2"""
"0085e45c",7,"""HitA_1"""
"0085e464",9,"""FightA_M"""
"0085e470",9,"""FightA_G"""
"0085e47c",9,"""FightA_3"""
"0085e488",9,"""FightA_2"""
"0085e494",9,"""FightA_1"""
"0085e4a0",15,"""goggles_put_on"""
"0085e4b0",14,"""spraycan_fire"""
"0085e4c0",11,"""RocketFire"""
"0085e4cc",11,"""FLAME_fire"""
"0085e4d8",13,"""WEAPON_throw"""
"0085e4e8",14,"""WEAPON_throwu"""
"0085e4f8",19,"""WEAPON_start_throw"""
"0085e50c",14,"""WEAPON_sniper"""
"0085e51c",16,"""RIFLE_fire_poor"""
"0085e52c",17,"""RIFLE_crouchload"""
"0085e540",11,"""RIFLE_load"""
"0085e54c",17,"""RIFLE_crouchfire"""
"0085e560",11,"""RIFLE_fire"""
"0085e56c",14,"""UZI_fire_poor"""
"0085e57c",17,"""UZI_crouchreload"""
"0085e590",11,"""UZI_reload"""
"0085e59c",15,"""UZI_crouchfire"""
"0085e5ac",9,"""UZI_fire"""
"0085e5b8",16,"""buddy_fire_poor"""
"0085e5c8",19,"""buddy_crouchreload"""
"0085e5dc",13,"""buddy_reload"""
"0085e5ec",17,"""buddy_crouchfire"""
"0085e600",11,"""buddy_fire"""
"0085e60c",18,"""shotgun_fire_poor"""
"0085e620",19,"""shotgun_crouchfire"""
"0085e634",13,"""shotgun_fire"""
"0085e644",13,"""CrouchReload"""
"0085e654",15,"""Silence_reload"""
"0085e664",18,"""SilenceCrouchFire"""
"0085e678",13,"""Silence_fire"""
"0085e688",15,"""sawnoff_reload"""
"0085e698",17,"""2guns_crouchfire"""
"0085e6ac",19,"""colt45_fire_2hands"""
"0085e6c0",20,"""colt45_crouchreload"""
"0085e6d4",14,"""colt45_reload"""
"0085e6e4",18,"""colt45_crouchfire"""
"0085e6f8",12,"""colt45_fire"""
"0085e704",17,"""python_fire_poor"""
"0085e718",20,"""python_crouchreload"""
"0085e72c",14,"""python_reload"""
"0085e73c",18,"""python_crouchfire"""
"0085e750",12,"""python_fire"""
"0085e75c",15,"""QUAD_passenger"""
"0085e76c",16,"""QUAD_driveby_FT"""
"0085e77c",17,"""QUAD_driveby_RHS"""
"0085e790",17,"""QUAD_driveby_LHS"""
"0085e7a4",13,"""QUAD_reverse"""
"0085e7b4",9,"""QUAD_FWD"""
"0085e7c0",10,"""QUAD_back"""
"0085e7cc",11,"""QUAD_Right"""
"0085e7d8",10,"""QUAD_Left"""
"0085e7e4",10,"""QUAD_ride"""
"0085e7f0",14,"""CHOPPA_sprint"""
"0085e800",13,"""CHOPPA_pedal"""
"0085e810",16,"""CHOPPA_bunnyhop"""
"0085e820",17,"""CHOPPA_drivebyFT"""
"0085e834",19,"""CHOPPA_driveby_RHS"""
"0085e848",19,"""CHOPPA_driveby_LHS"""
"0085e85c",14,"""CHOPPA_pushes"""
"0085e86c",11,"""CHOPPA_fwd"""
"0085e878",12,"""CHOPPA_back"""
"0085e884",13,"""CHOPPA_Right"""
"0085e894",12,"""CHOPPA_Left"""
"0085e8a0",13,"""CHOPPA_still"""
"0085e8b0",12,"""CHOPPA_Ride"""
"0085e8bc",11,"""MTB_sprint"""
"0085e8c8",10,"""MTB_pedal"""
"0085e8d4",13,"""MTB_bunnyhop"""
"0085e8e4",14,"""MTB_drivebyFT"""
"0085e8f4",16,"""MTB_driveby_RHS"""
"0085e904",16,"""MTB_driveby_LHS"""
"0085e914",11,"""MTB_pushes"""
"0085e920",8,"""MTB_fwd"""
"0085e928",9,"""MTB_back"""
"0085e934",10,"""MTB_Right"""
"0085e940",9,"""MTB_Left"""
"0085e94c",10,"""MTB_still"""
"0085e958",9,"""MTB_Ride"""
"0085e964",11,"""BMX_sprint"""
"0085e970",10,"""BMX_pedal"""
"0085e97c",13,"""BMX_bunnyhop"""
"0085e98c",14,"""BMX_drivebyFT"""
"0085e99c",16,"""BMX_driveby_RHS"""
"0085e9ac",16,"""BMX_driveby_LHS"""
"0085e9bc",11,"""BMX_pushes"""
"0085e9c8",8,"""BMX_fwd"""
"0085e9d0",9,"""BMX_back"""
"0085e9dc",10,"""BMX_Right"""
"0085e9e8",9,"""BMX_Left"""
"0085e9f4",10,"""BMX_still"""
"0085ea00",9,"""BMX_Ride"""
"0085ea0c",13,"""WF_passenger"""
"0085ea1c",13,"""WF_drivebyFT"""
"0085ea2c",14,"""WF_drivebyRHS"""
"0085ea3c",14,"""WF_drivebyLHS"""
"0085ea4c",7,"""WF_hit"""
"0085ea54",10,"""WF_pushes"""
"0085ea60",7,"""WF_Fwd"""
"0085ea68",8,"""WF_Back"""
"0085ea70",9,"""WF_Right"""
"0085ea7c",8,"""WF_Left"""
"0085ea84",9,"""WF_Still"""
"0085ea90",8,"""WF_Ride"""
"0085ea98",16,"""BIKEd_passenger"""
"0085eaa8",16,"""BIKEd_drivebyFT"""
"0085eab8",17,"""BIKEd_drivebyRHS"""
"0085eacc",17,"""BIKEd_drivebyLHS"""
"0085eae0",10,"""BIKEd_hit"""
"0085eaec",13,"""BIKEd_pushes"""
"0085eafc",10,"""BIKEd_Fwd"""
"0085eb08",11,"""BIKEd_Back"""
"0085eb14",12,"""BIKEd_Right"""
"0085eb20",11,"""BIKEd_Left"""
"0085eb2c",12,"""BIKEd_Still"""
"0085eb38",11,"""BIKEd_Ride"""
"0085eb44",16,"""BIKEh_passenger"""
"0085eb54",16,"""BIKEh_drivebyFT"""
"0085eb64",17,"""BIKEh_drivebyRHS"""
"0085eb78",17,"""BIKEh_drivebyLHS"""
"0085eb8c",10,"""BIKEh_hit"""
"0085eb98",13,"""BIKEh_pushes"""
"0085eba8",10,"""BIKEh_Fwd"""
"0085ebb4",11,"""BIKEh_Back"""
"0085ebc0",12,"""BIKEh_Right"""
"0085ebcc",11,"""BIKEh_Left"""
"0085ebd8",12,"""BIKEh_Still"""
"0085ebe4",11,"""BIKEh_Ride"""
"0085ebf0",16,"""BIKEv_passenger"""
"0085ec00",16,"""BIKEv_drivebyFT"""
"0085ec10",17,"""BIKEv_drivebyRHS"""
"0085ec24",17,"""BIKEv_drivebyLHS"""
"0085ec38",10,"""BIKEv_hit"""
"0085ec44",13,"""BIKEv_pushes"""
"0085ec54",10,"""BIKEv_Fwd"""
"0085ec60",11,"""BIKEv_Back"""
"0085ec6c",12,"""BIKEv_Right"""
"0085ec78",11,"""BIKEv_Left"""
"0085ec84",12,"""BIKEv_Still"""
"0085ec90",11,"""BIKEv_Ride"""
"0085ec9c",16,"""BIKEs_passenger"""
"0085ecac",16,"""BIKEs_drivebyFT"""
"0085ecbc",17,"""BIKEs_drivebyRHS"""
"0085ecd0",17,"""BIKEs_drivebyLHS"""
"0085ece4",10,"""BIKEs_hit"""
"0085ecf0",13,"""BIKEs_pushes"""
"0085ed00",10,"""BIKEs_Fwd"""
"0085ed0c",11,"""BIKEs_Back"""
"0085ed18",12,"""BIKEs_Right"""
"0085ed24",11,"""BIKEs_Left"""
"0085ed30",12,"""BIKEs_Still"""
"0085ed3c",11,"""BIKEs_Ride"""
"0085ed48",16,"""DOOR_RHinge_O"""
"0085ed58",16,"""DOOR_LHinge_O"""
"0085ed68",9,"""R Breast"""
"0085ed74",9,"""L Breast"""
"0085ed80",6,"""Belly"""
"0085ed88",6,"""R Toe"""
"0085ed90",7,"""R Foot"""
"0085ed98",7,"""R Calf"""
"0085eda0",8,"""R Thigh"""
"0085eda8",6,"""L Toe"""
"0085edb0",7,"""L Foot"""
"0085edb8",7,"""L Calf"""
"0085edc0",8,"""L Thigh"""
"0085edc8",11,"""L Finger01"""
"0085edd4",10,"""L Fingers"""
"0085ede0",7,"""L Hand"""
"0085ede8",10,"""L Forearm"""
"0085edf4",11,"""L UpperArm"""
"0085ee00",17,"""Bip01 L Clavicle"""
"0085ee14",11,"""R Finger01"""
"0085ee20",10,"""R Fingers"""
"0085ee2c",7,"""R Hand"""
"0085ee34",10,"""R Forearm"""
"0085ee40",11,"""R UpperArm"""
"0085ee4c",17,"""Bip01 R Clavicle"""
"0085ee64",7,"""R Brow"""
"0085ee6c",7,"""L Brow"""
"0085ee7c",7,"""Pelvis"""
"0085ee84",6,"""Spine"""
"0085ee8c",7,"""Spine1"""
"0085eeae",18,"""HBANIM\\CUTS.IMG"""
"0085f117",29,"""AAUDIO\\CONFIG\\BANKLKUP.DAT"""
"0085f140",26,"""AUDIO\\CONFIG\\PAKFILES.DAT"""
"0085f15c",26,"""AUDIO\\CONFIG\\BANKSLOT.DAT"""
"0085f182",30,"""HBAUDIO\\CONFIG\\STRMPAKS.DAT"""
"0085f1a0",26,"""AUDIO\\CONFIG\\TRAKLKUP.DAT"""
"0085f1bc",15,"""AUDIO\\STREAMS\\"""
"0085f1d6",14,"""HBPara_decel"""
"0085f1e4",19,"""FALL_SkyDive_accel"""
"0085f1f8",13,"""PED_TYPE_SPC"""
"0085f208",13,"""PED_TYPE_GFD"""
"0085f218",14,"""PED_TYPE_GANG"""
"0085f228",16,"""PED_TYPE_PLAYER"""
"0085f238",16,"""PED_TYPE_EMG"""
"0085f248",16,"""PED_TYPE_GEN"""
"0085f262",14,"""HBbandblack3"""
"0085f270",10,"""bandgang3"""
"0085f27c",10,"""bandblue3"""
"0085f288",9,"""bandred3"""
"0085f294",10,"""capgangup"""
"0085f2a0",12,"""capgangover"""
"0085f2ac",12,"""capgangside"""
"0085f2b8",12,"""capgangback"""
"0085f2c4",8,"""capgang"""
"0085f2cc",7,"""hockey"""
"0085f2d4",9,"""bandgang"""
"0085f2e0",11,"""denimsgang"""
"0085f2ec",12,"""tracktrgang"""
"0085f2f8",11,"""shirtbgang"""
"0085f304",12,"""hoodyagreen"""
"0085f3a0",8,"""FEA_R%d"""
"0085f3b0",8,"""FEA_NON"""
"0085fcf0",64,"u""DRMHeader.SubscriptionContentID"""
"0085fd30",58,"u""DRMHeader.ContentDistributor"""
"0085fd6c",52,"u""DRMHeader.SECURITYVERSION"""
"0085fda0",28,"u""DRMHeader.CID"""
"0085fdbc",34,"u""DRMHeader.LAINFO"""
"0085fde0",28,"u""DRMHeader.KID"""
"0085fdfc",22,"u""DRMHeader."""
"0085fe18",68,"u""LicenseStateData.Transfer.NONSDMI"""
"0085fe5c",62,"u""LicenseStateData.Transfer.SDMI"""
"0085fe9c",62,"u""LicenseStateData.Print.redbook"""
"0085fedc",44,"u""LicenseStateData.Play"""
"0085ff08",36,"u""LicenseStateData."""
"0085ff2c",42,"u""ActionAllowed.Backup"""
"0085ff58",62,"u""ActionAllowed.Transfer.NONSDMI"""
"0085ff98",56,"u""ActionAllowed.Transfer.SDMI"""
"0085ffd0",56,"u""ActionAllowed.Print.redbook"""
"00860008",38,"u""ActionAllowed.Play"""
"00860030",30,"u""ActionAllowed."""
"00860058",14,"u""Rights"""
"00860068",20,"u""BaseLAURL"""
"0086007c",24,"u""IsDRMCached"""
"00860094",12,"u""IsDRM"""
"008600a0",14,"u""Backup"""
"008600b0",34,"u""Transfer.NONSDMI"""
"008600d4",28,"u""Transfer.SDMI"""
"008600f0",28,"u""Print.redbook"""
"0086010c",10,"u""Play"""
"00860a87",17,"""Fsa-utrax.dat"""
"00860a98",14,"""sa-ufiles.dat"""
"00860ab0",20,"""vector<T> too long"""
"00860acc",14,"""\\User Tracks\\"""
"00862db0",19,"""WMCreateSyncReader"""
"00862dc4",12,"""wmvcore.dll"""
"00862dd0",18,"u""Duration"""
"00862e84",8,"""method"""
"00862e8c",12,"""user_name"""
"00862e98",12,"""target_name"""
"00862ea4",12,"""target_ip"""
"00862eb4",12,"""ScreenShot"""
"00862ec0",8,"""image"""
"00862ee0",8,"""XCoord"""
"00862ef8",12,"""bugstar.cnf"""
"00862f96",14,"""#<Selected"""
"00862fa4",7,"""Action"""
"00862fb0",11,"""Play Movie"""
"00862fbc",11,"""Load Movie"""
"00862fc8",11,"""Save Movie"""
"00862fd4",19,"""Select Camera Mode"""
"00862fe8",18,"""Set Camera Target"""
"00862ffc",16,"""Position Camera"""
"00863024",12,"""Get Out Car"""
"00863030",11,"""Get In Car"""
"0086303c",12,"""Goto (wait)"""
"00863050",12,"""Give Weapon"""
"0086305c",15,"""Delete Vehicle"""
"0086306c",15,"""Select Vehicle"""
"0086307c",13,"""Move Vehicle"""
"0086308c",12,"""New Vehicle"""
"00863098",13,"""Delete Actor"""
"008630a8",13,"""Select Actor"""
"008630b8",11,"""Move Actor"""
"008630c4",10,"""New Actor"""
"008630d0",11,"""do-nothing"""
"0086310b",49,"""?LookAT: %0.3f, LookAT: %0.3f, LookAT: %0.3f """
"0086313c",45,"""Frontx: %0.3f, Fronty: %0.3f, Frontz: %0.3f """
"0086316c",38,"""CamX: %0.3f CamY: %0.3f  CamZ:  %0.3f"""
"00863238",12,"""FollowPedSA"""
"00863246",10,"""#=CINCAM"""
"0086329a",22,"""HBTAKE_SCREEN_SHOT"""
"008632b0",20,"""SWITCH_DEBUG_CAM_ON"""
"008632c4",12,"""TOGGLE_DPAD"""
"008632d0",13,"""NETWORK_TALK"""
"008632e0",19,"""VEHICLE_TURRETDOWN"""
"008632f4",17,"""VEHICLE_TURRETUP"""
"00863308",20,"""VEHICLE_TURRETRIGHT"""
"0086331c",19,"""VEHICLE_TURRETLEFT"""
"00863330",8,"""GO_BACK"""
"00863338",11,"""GO_FORWARD"""
"00863344",9,"""GO_RIGHT"""
"00863350",8,"""GO_LEFT"""
"00863358",18,"""GROUP_CONTROL_BWD"""
"0086336c",18,"""GROUP_CONTROL_FWD"""
"00863380",17,"""CONVERSATION_YES"""
"00863394",16,"""CONVERSATION_NO"""
"008633a4",19,"""VEHICLE_ENTER_EXIT"""
"008633b8",23,"""VEHICLE_FIREWEAPON_ALT"""
"008633d0",19,"""VEHICLE_FIREWEAPON"""
"008633e4",19,"""PED_FIREWEAPON_ALT"""
"008633f8",15,"""PED_FIREWEAPON"""
"00863408",34,"""CAMERA_CHANGE_VIEW_ALL_SITUATIONS"""
"0086342c",26,"""SHOW_MOUSE_POINTER_TOGGLE"""
"00863448",26,"""PED_1RST_PERSON_LOOK_DOWN"""
"00863464",24,"""PED_1RST_PERSON_LOOK_UP"""
"0086347c",27,"""PED_1RST_PERSON_LOOK_RIGHT"""
"00863498",26,"""PED_1RST_PERSON_LOOK_LEFT"""
"008634b4",20,"""PED_SNIPER_ZOOM_OUT"""
"008634c8",19,"""PED_SNIPER_ZOOM_IN"""
"008634dc",19,"""TOGGLE_SUBMISSIONS"""
"008634f0",27,"""VEHICLE_RADIO_STATION_DOWN"""
"0086350c",25,"""VEHICLE_RADIO_STATION_UP"""
"00863528",14,"""VEHICLE_BRAKE"""
"00863538",19,"""VEHICLE_ACCELERATE"""
"0086354c",18,"""VEHICLE_HANDBRAKE"""
"00863560",13,"""VEHICLE_HORN"""
"00863570",18,"""VEHICLE_MOUSELOOK"""
"00863584",18,"""VEHICLE_LOOKRIGHT"""
"00863598",17,"""VEHICLE_LOOKLEFT"""
"008635ac",18,"""VEHICLE_STEERDOWN"""
"008635c0",16,"""VEHICLE_STEERUP"""
"008635d0",19,"""VEHICLE_STEERRIGHT"""
"008635e4",18,"""VEHICLE_STEERLEFT"""
"008635f8",17,"""PED_ANSWER_PHONE"""
"0086360c",9,"""PED_DUCK"""
"00863618",19,"""VEHICLE_LOOKBEHIND"""
"0086362c",32,"""PED_CENTER_CAMERA_BEHIND_PLAYER"""
"0086364c",23,"""PED_CYCLE_TARGET_RIGHT"""
"00863664",22,"""PED_CYCLE_TARGET_LEFT"""
"0086367c",12,"""SNEAK_ABOUT"""
"00863688",11,"""PED_SPRINT"""
"00863694",12,"""PED_JUMPING"""
"008636a0",16,"""PED_LOCK_TARGET"""
"008636b0",23,"""PED_CYCLE_WEAPON_RIGHT"""
"008636c8",22,"""PED_CYCLE_WEAPON_LEFT"""
"008636e0",15,"""PED_LOOKBEHIND"""
"008636f0",8,"""FEC_MXT"""
"008636f8",8,"""FEC_MXO"""
"00863700",8,"""FEC_MWB"""
"00863708",8,"""FEC_MWF"""
"00863710",8,"""FEC_MSR"""
"00863718",8,"""FEC_MSM"""
"00863720",8,"""FEC_MSL"""
"00863728",8,"""FEC_JBO"""
"00863730",8,"""FEC_LBC"""
"00863738",8,"""FEC_SFT"""
"00863740",8,"""FEC_WRC"""
"00863748",8,"""FEC_RWD"""
"00863750",8,"""FEC_LWD"""
"00863758",8,"""FEC_RAL"""
"00863760",8,"""FEC_LAL"""
"00863768",8,"""FEC_RCT"""
"00863770",8,"""FEC_LCT"""
"00863778",8,"""FEC_RSF"""
"00863780",8,"""FEC_LSF"""
"00863788",8,"""FEC_RTN"""
"00863790",8,"""FEC_CLK"""
"00863798",8,"""FEC_TAB"""
"008637a0",8,"""FEC_BSP"""
"008637a8",8,"""FEC_PSB"""
"008637b0",8,"""FEC_SLK"""
"008637b8",8,"""FEC_ETR"""
"008637c0",8,"""FEC_NMN"""
"008637c8",8,"""FEC_NLK"""
"008637d0",8,"""FEC_DOT"""
"008637d8",8,"""FEC_MIN"""
"008637e0",8,"""FEC_PLS"""
"008637e8",8,"""FECSTAR"""
"008637f0",8,"""FEC_FWS"""
"008637f8",8,"""FEC_RFA"""
"00863800",8,"""FEC_LFA"""
"00863808",8,"""FEC_DWA"""
"00863810",8,"""FEC_UPA"""
"00863818",8,"""FEC_PGD"""
"00863820",8,"""FEC_PGU"""
"00863828",8,"""FEC_END"""
"00863830",8,"""FEC_HME"""
"00863838",8,"""FEC_DLL"""
"00863840",8,"""FEC_IRT"""
"00863848",8,"""FEC_FNC"""
"00863850",8,"""FEC_SPC"""
"00863858",8,"""FEC_AST"""
"0086386c",8,"""GOODBOY"""
"0086387e",50,"""HBToo many objects without modelinfo structures\n"""
"00863a08",33,"""%d %s %d %f %f %f %f %f %f %f %d"""
